CO_UNIDADE;CO_END_COMPL;NO_IDENTIFICACAO;TP_LOGR;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_MUNICIPIO;NO_DDD_TEL;NU_TELEFONE;NO_EMAIL;CO_USUARIO
3525900000000;1;ENDERECO COMPLEMENTAR 1;65;GOV PEDRO DE TOLEDO;24;SL 26;CENTRO;13201060;352590;11;45226184;;ELIANA
3304530000000;1;ENDERECO COMPLEMENTAR 1;81;LAERCIO LUCIO DE CARVALHO;1075;;PQ ZABULAO;28893437;330452;;27606283;;SEMUSA
2909010000000;1;ENDERECO COMPLEMENTAR 1;81;CEL. JOSE MOREIRA CORDEIROS;S/N;;CENTRO;46280000;290900;77;34472162;;SNEIA
5220110000000;1;ENDERECO COMPLEMENTAR 1;81;JABAQUARA;186A;ANEXO;CENTRO;76100000;522010;64;36714593;;CLEIDINA
3513910000000;1;ENDERECO COMPLEMENTAR 1;561;RUA ROMEU ZANETTI;293;CASA;CENTRO;13780000;351390;19;36631005;ecdegenova@hotmail.com;DEZORZI
3300410000000;1;ENDERECO COMPLEMENTAR 1;561;JOSE CARDOSO GUIMARAES COTIA;153;;CENTRO;27330630;330040;24;33226540;ortocentro@ig.com.br;MCAREGA
1400470000000;1;ENDERECO COMPLEMENTAR 1;561;SANTA MARIA;S/N;;VILA;69373000;140047;;;jpelson1@hotmail.com;SEMSA
5007940000000;1;ENDERECO COMPLEMENTAR 1;561;ALEGRIA;363;;CENTRO;79415000;500793;;;;CONSAUDE
3537600000000;1;ENDERECO COMPLEMENTAR 1;81;ROSA GATTI FORTUNA;83;;CENTRO;11750000;353760;13;34513044;saude-peruibe@peruibe.sp.gov.b;RAMON
3554100000000;2;ENDERECO COMPLEMENTAR 2;65;CORONEL VITORIANO;23;;CENTRO;12031650;355410;12;36334139;;SANDRA
3511300000000;1;RESIDENCIA TERAPEUTICA;562;JOSE ANTONIO BORTOLUZO;82;CASA;CENTRO;15895000;351130;17;32669606;;CLAUDIO DANI
2110040000000;2;ENDERECO COMPLEMENTAR 2;655;AVENIDA JOAO MORAES DE SOUSA;S/N;;CENTRO;65272000;211003;;;;SMS
3506000000000;1;ENDERECO COMPLEMENTAR 1;561;ANTONIO ZUIANI;SN;;CENTRO;17015100;350600;14;32350192;;SCNES
5204260000000;1;ENDERECO COMPLEMENTAR 1;65;3 PODERES;10;;CENTRO;75560000;520425;64;34349716;;ADMIN
3525300000000;2;ENDERECO COMPLEMENTAR 2;8;DAS NACOES;855;PISO 1;CENTRO;17201300;352530;14;36217900;VISA@JAU.SP.GOV.BR;BRUNO
4202210000000;1;ENDERECO COMPLEMENTAR 1;81;HANS SCHLEIFFER;S/N;CASA;CENTRO;89124000;420220;47;33850222;;SAUDE
5008310000000;1;ENDERECO COMPLEMENTAR 1;561;MANOEL RODRIGUES ARTEZ;520;;COLINOS;79620230;500830;67;39291860;visanitaria@treslagoas.ms.gov.br;SAUDE
4311140000000;1;ENDERECO COMPLEMENTAR 1;81;SILVEIRA MARTINS;S/N;;CENTRO;98175000;431113;55;32729093;;SAUDE
3551910000000;1;ENDERECO COMPLEMENTAR 1;81;SALOMAO GALIB TANURI;797;;CENTRO;14735000;355190;17;38171484;;SCNES
1506560000000;1;ENDERECO COMPLEMENTAR 1;561;MARECHAL RONDON;523;PROX. A SMS;CENTRO;68644000;150655;;;;STALUZIA
3552900000000;1;ENDERECO COMPLEMENTAR 1;655;SANTO TOLDO;S/N;JUNTO AO FUNDO SOCIA;JARDIM JANGADA;19590000;355290;18;39971236;ubstaciba@hotmail.com;LUCINEIDE
3146410000000;1;ENDERECO COMPLEMENTAR 1;65;FARMACEUTICO MANOEL FERREIRA;24;LOJA 2;CENTRO;35622000;314640;37;35451546;labsaojudastadeu@hotmail.com;GABRIEL
3128110000000;1;ENDERECO COMPLEMENTAR 1;65;PRACA DR PASSOS MAIA;191;PREDIO 2º ANDAR;CENTRO;37177000;312810;35;38561566;saudeguape@praiasdeminas.com,br;SCNES
3508810000000;2;ENDERECO COMPLEMENTAR 2;655;DOM PEDRO II;0;115;CENTRO;16500001;350880;14;35544587;;MESTRE
3169400000000;1;ENDERECO COMPLEMENTAR 1;81;BARAO DA BOA ESPERANCA;484;HOSPITAL-ENDOSCOPIA;CENTRO;37190000;316940;;;;GILBERTO
3555910000000;1;ENDERECO COMPLEMENTAR 1;561;AV ALTINO NEGRISOLI;362;;CENTRO;16650000;355590;14;35821110;csuru@ig.com.br;CSURU
2800300000000;1;ENDERECO COMPLEMENTAR 1;655;JOAO RIBEIRO;846;HOSPITAL SAO JOSE;SANTO ANTONIO;49065000;280030;79;21051070;;TALITA
3530710000000;2;ENDERECO COMPLEMENTAR 2;655;PADRE JAIME;1422;B;JARDIM PLANALTO VERD;13840040;353070;;;;GESTOR
3129710000000;1;ENDERECO COMPLEMENTAR 1;81;PRESIDENTE GETULIO VARGAS;203;;CENTRO;37990000;312970;35;35449740;;MARIO
1100950000000;1;ENDERECO COMPLEMENTAR 1;561;AVENIDA MARACANA;S/N;;SETOR 01;76864000;110094;;;;GESTOR
4307010000000;1;ENDERECO COMPLEMENTAR 1;561;VALENTIN ZAMBONATO;515;;CENTRO;99700000;430700;;35223955;;LUCIANA
3118610000000;1;ENDERECO COMPLEMENTAR 1;561;A;123;;RETIRO;32050640;311860;;;;GESTOR
2603930000000;1;ENDERECO COMPLEMENTAR 1;655;FLECBERG;S/N;;CENTRO;56420000;260392;;;;CARNAUBEIRA
2800300000000;1;ENDERECO COMPLEMENTAR 1;656;DEPUTADO SILVIO TEIXEIRA LOJA 04;130;GAL CARLOS CUNHA;JARDINS;49035660;280030;79;32471076;;TALITA
3525910000000;5;ENDERECO COMPLEMENTAR 6;8;NELSON VILLACA;SN;;JD DO LADO;13203625;352590;;;;ALEXANDRE
3525910000000;7;ENDERECO COMPLEMENTAR 7;81;DR LEONARDO CAVALCANTI;350;;CENTRO;13201013;352590;11;45218666;;ALEXANDRE
3106410000000;1;ENDERECO COMPLEMENTAR 1;655;TOCANTINS;250;;CENTRO;35473000;310640;31;37341626;saudebelovale@ig.com.br;AVDMOREIRA
3303500000000;1;ENDERECO COMPLEMENTAR 1;561;GETULIO VARGAS;222;PARTE;CENTRO;26255060;330350;21;26682600;oncologico@uol.com.br;RENATA
2604110000000;1;ENDERECO COMPLEMENTAR 1;81;RODRIGUES DE ABREU;300;;MAURICIO DE NASSAU;55006280;260410;81;37211426;;MONICAGUI
2927400000000;1;ENDERECO COMPLEMENTAR 1;8;ACM;195;;PITUBA;41825000;292740;71;32708323;;CNESSUS
2912700000000;1;ENDERECO COMPLEMENTAR 1;81;ISRAEL LEMOS BARCELOS;SN;;CENTRO;45500000;291270;;;;AFERREIRA
3537500000000;1;ENDERECO COMPLEMENTAR 1;561;PADRE ANGELO TERSI;0;;CENTRO;18580000;353750;;;;SCNES
2301110000000;1;ENDERECO COMPLEMENTAR 1;561;JOSE DE ALENCAR;1018;;FARIAS BRITO;62800000;230110;88;34334727;;EDVALDO
4306380000000;1;ENDERECO COMPLEMENTAR 1;81;RIO BRANCO;144;;CENTRO;97180000;430637;55;36124249;pmdil@bol.com.br;SAUDE
1713210000000;1;ENDERECO COMPLEMENTAR 1;8;SALVADOR NOLETO;161;;S. FIAMBOYANT I;77650000;171320;;;;FCES
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA D0 SOL;37950000;316470;;;;GRCAA
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164700000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164710000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
3164710000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD EUROPA;37950000;316470;;;;GRCAA
3164710000000;1;ENDERECO COMPLEMENTAR 1;81;EUPIDIO FURTADO DA CUNHA;30;;JD MORADA DO SOL;37950000;316470;;;;GRCAA
2707100000000;1;ENDERECO COMPLEMENTAR 1;561;RUA CAMPO GRANDE;4;VILA ALAGOAS;XINGO;57460000;270710;;;piranhas@saude.al.gov.br;SAUDE
5003710000000;1;ENDERECO COMPLEMENTAR 1;81;AV WEIMAR GONCALVES TORRES;4225;;JD MAXWEL;79804970;500370;67;34240709;;RONALDO
5106310000000;1;ENDERECO COMPLEMENTAR 1;81;RUA SAO FRANCISCO XAVIER;1253;;CENTRO;78870000;510630;66;35732867;sermed.ptga@hotmail.com.br;FERNANDA
1400460000000;1;ENDERECO COMPLEMENTAR 1;561;RUA MONTE RORAIMA;S/N;;VILA NOVA;69345000;140045;;;;SEMSA
4219010000000;1;ENDERECO COMPLEMENTAR 1;8;AVENIDA PRESIDENTE VARGAS;116;;ESTACAO;88840000;421900;48;34651106;;SMSURU
2304650000000;1;ENDERECO COMPLEMENTAR 1;92;CAETANO;0;;ZONA RURAL;62365000;230465;;;;GRACA
3532100000000;1;ENDERECO COMPLEMENTAR 1;561;JACYRA MARCUSSI HUSSEIN;240;CRECHE;CENTRO;16950000;353210;18;37881510;;CLAUDIO
4128630000000;1;ENDERECO COMPLEMENTAR 1;561;RUA PROFESSORA RITA HELENA GARCIA MELO;1912;;CENTRO;87528000;412862;44;36641090;apaealtoparaiso@gmail.com;DIGITAÇÃO
4119910000000;1;FILIAL - CLINICA DA COLUNA;81;CARLOS CAVALCANTI;2324;LOJA 4;UVARANAS;84025000;411990;42;32241500;;MATEUS
2914610000000;1;POSTO DE COLETA;81;RUA ADOLFO MOITINHO;260;PRACA DO FEIJAO;CENTRO;44900000;291460;74;36413128;;SMSIRECE
2211010000000;1;ENDERECO COMPLEMENTAR;561;OLAVO BILAC;1617;;CENTRO;64001280;221100;;;;CLECIO
5008300000000;1;PRESIDIO SEMI ABERTO;81;VICOSA;410;;VILA DOS FERROVIARIO;79621064;500830;67;39291493;eptl@agepen.ms.gov.br;SAUDE
2918110000000;1;ENDERECO COMPLEMENTAR 1;65;CORONEL ANTONIO LOURENCO;272;CASA;CENTRO;48540000;291810;75;32031327;;SAUDE
5214010000000;1;ENDERECO COMPLEMENTAR 1;561;RUA 4;0;QD.04 LT.12;SETOR PARANOA;76700000;521400;62;33486555;;521400
4109810000000;1;ENDERECO COMPLEMENTAR 1;8;SANTOS DUMONT;700;SALA 02;CENTRO;86200000;410980;43;31587070;cemae@planounipax.com.br;CARMEN
3204110000000;1;ENDERECO COMPLEMENTAR 1;561;JOAO;SN;;SANTO ANTONIO;29980000;320410;;;;BETANIA
3544900000000;2;ENDERECO COMPLEMENTAR 2;81;MJR BERNARDINO VIEIRA MARTINS;S/N;LAB SR;CENTRO;14660000;354490;16;38523010;laboratoriosantarita@netsite;SALES
5002610000000;1;ENDERECO COMPLEMENTAR 1;561;CUIABA;1115;SEC. SAUDE;CENTRO;79420000;500260;67;32861088;;LUBIA
3170100000000;7;LABORATORIO DE ANALISES CLINICAS MARIO PALMERIO;655;AVENIDA NENE SABINO;2477;;SANTA MARIA;38050501;317010;34;33521700;;VALDERI
3530600000000;1;ENDERECO COMPLEMENTAR 1;561;RUA JOSE D CARLO;85;EMESP;VILA LAVINIA;8737050;353060;11;47265275;saude.caic.sme@pmmc.com.br;SMSDAT
5001100000000;1;ENDERECO COMPLEMENTAR 1;81;LUIZ DA COSTA GOMES;1;FUNDO;CIDADE NOVA;79200000;500110;67;32411205;;IRENE
5208710000000;1;ENDERECO COMPLEMENTAR 1;8;136;S/Nº;EDIFICIO CESAR;SETOR SUL;74093250;520870;62;32012674;SUVISAGABINETE@GMAIL.COM;NEROS
3153510000000;1;ENDERECO COMPLEMENTAR 1;561;PRACA BENFEITOR ELIAS SATHLER;28;;CENTRO;36976000;315350;33;33431233;;SIRAC
2925300000000;1;ENDERECO COMPLEMENTAR 1;8;AV. GETULIO VARGAS;126;;CENTRO;45810000;292530;73;3288967;;GESTOR
3147100000000;1;"ASSISTENCIA A SAUDE DO TRABALHADOR ""CUIDANDO DE QUEM CUIDA""";81;LONDRINA;305;;JARDIM BEATRIZ;35661260;314710;37;32335800;;MESTRE
3529300000000;1;ENDERECO COMPLEMENTAR 1;8;CAIBAR SCHUTEL;234;;SANTA CRUZ;15990355;352930;16;33821917;mara.julianinves@gmail.com;VILMA
4204600000000;1;ENDERECO COMPLEMENTAR 1;561;CEL PEDRO BENEDET;630;;CENTRO;88801250;420460;;;;LUARA
2105300000000;1;ENDERECO COMPLEMENTAR 1;81;JOAO LISBOA;1002;;CENTRO;65917010;210530;99;35232839;;CONTROLE
3544210000000;1;ENDERECO COMPLEMENTAR 1;8;11;557;;CENTRO;15495000;354420;17;81177244;tania-cabf@hotmail.com;RIOLANDIA
3533510000000;1;ENDERECO COMPLEMENTAR 1;81;BERNARDINO GUERRA;58;;VILA PATI;14960000;353350;;;;MAGALI
3549910000000;1;ENDERECO COMPLEMENTAR 1;81;RUA GUARANI;273;;SANTANA;12211740;354990;12;39282822;cnes01@sjc.sp.gov.br;MARCELO
3549910000000;3;ENDERECO COMPLEMENTAR 3;81;MARIA LUIZA G MEDEIROS;92;SALA 11;VILA SANTA LUZIA;12209520;354990;12;39478691;vesjc@sjc.sp.gov.br;MARCELO
4116910000000;1;ENDERECO COMPLEMENTAR 1;561;NITEROI;60;;JARDIM AMOREIRA;87600000;411690;44;32527449;;GESTOR
3147100000000;2;CENTRO DE CONTROLE DE ZOONOZES;81;JOSE BAHIA CAPANEMA;SN;;JOAO PAULO II;35661060;314710;37;32317817;;MESTRE
4207510000000;1;ENDERECO COMPLEMENTAR 1;81;MATO GROSSO;48;;ESTADOS;89086702;420750;47;33801904;;SCNES
4209110000000;1;ENDERECO COMPLEMENTAR 1;561;ABDON BATISTA;172;;CENTRO;89201010;420910;47;34171383;;420910
4209110000000;3;ENDERECO COMPLEMENTAR 3;561;AUBE;790;;BOA VISTA;89205000;420910;47;34322337;nicoli.anjos@joinville.sc.gov.br;420910
3504510000000;1;ENDERECO COMPLEMENTAR 1;81;RIO GRANDE DO SUL;1810;;CENTRO;18705010;350450;14;37328263;uac_saude@avare.sp.gov.br;SCNES
2908010000000;1;ENDERECO COMPLEMENTAR 1;81;ANTONIO TEIXEIRA;17;CASA;CENTRO;45638000;290800;73;32411110;ssaudecoaraci@saude.com.br;SAUDE
5105310000000;1;ENDERECO COMPLEMENTAR 1;656;LUCIO PEREIRA LUZ;S/N;PREDIO;CENTRO;78660000;510530;66;35281100;;SMSLUCIARA
2927410000000;2;ENDERECO COMPLEMENTAR 2;655;ANTONIO CARLOS MAGALHAES;S/N;CAS;IGUATEMI;41820000;292740;71;32705770;sesab.divisa@saude.ba.gov.br;ESANTANA
4102800000000;1;ENDERECO COMPLEMENTAR 1;655;AVENIDA INDEPENDENCIA;814;FUNDOS;CENTRO;86130000;410280;43;32423740;;FCES
4102800000000;2;ENDERECO COMPLEMENTAR 2;660;JOSE MANOEL DOS REIS;8;;CENTRO;86130000;410280;43;32422849;;FCES
4315910000000;1;ENDERECO COMPLEMENTAR 1;561;JULIO DE CASTILHOS;290;CENTRO;CENTRO;98360000;431590;;;;MESTRE
4323460000000;1;ENDERECO COMPLEMENTAR 1;8;SINCERO LEMES;825;;CENTRO;97385000;432345;55;32341020;;SAUDE
5002700000000;1;ENDERECO COMPLEMENTAR 1;8;JOANA DARC;1450;ANEXO - ESCOLA;SANTA BRANCA;79100100;500270;;;;JANAINA
2927410000000;1;ENDERECO COMPLEMENTAR 1;561;MARQUES DE MARICA;S/N;COMPLEXO HOSPITALAR;PAU MIUDO;40320350;292740;71;31175725;;SESAB
2927410000000;2;ENDERECO COMPLEMENTAR 2;655;ANTONIO CARLOS MAGALHAES;S/N;CAS;IGUATEMI;41820000;292740;71;32705770;sesab.divisa@saude.ba.gov.br;SESAB
3134310000000;1;ENDERECO COMPLEMENTAR 1;81;SAO JOSE;55;;CENTRO;37210000;313430;35;38231593;;TARCISIO
1302210000000;1;ENDERECO COMPLEMENTAR 1;561;SAMUEL AMARAL;14;;CENTRO;69520000;130220;;;;SCNES
1302210000000;2;ENDERECO COMPLEMENTAR 2;561;SAMUEL AMARAL;14;;CENTRO;69520000;130220;;;34271196;SCNES
3516210000000;1;ENDERECO COMPLEMENTAR 1;655;ABRAHAO BRICKMANN;1227;;VICENTE LEPORACE;14407010;351620;16;37029054;totalclinic@netsite.com.br;JOSIANE
3118010000000;1;ENDERECO COMPLEMENTAR 1;561;CONSELHEIRO LAFAIETE;51;;DOM OSCAR;36415000;311800;31;37314282;;SECRAM
3168710000000;1;ENDERECO COMPLEMENTAR 1;561;MIGUEL MAURA;5;SOBRELOJA 05;CENTRO;35180456;316870;31;38493617;gcsbaltazar@yahoo.com.br;ADMFCES
1302600000000;1;ENDERECO COMPLEMENTAR 1;8;JOAQUIM NABUCO;2055;PROX. A GLACIAL;CENTRO;69005080;130260;92;38775384;;3499359
2927410000000;1;ENDERECO COMPLEMENTAR 1;81;LADEIRA DA FONTE DAS PEDRAS;6;;NAZARE;40050565;292740;71;33227820;;REDEPROPRIA
2927410000000;1;ENDERECO COMPLEMENTAR 1;655;ANTONIO CARLOS MAGALHAES;2603;CIDADELA;BROTAS;40280000;292740;71;32708000;administracao@inooa.com.br;CNESSUS
3112800000000;1;ENDERECO COMPLEMENTAR 1;81;DR AVELINO DE QUEIROS;S/N;;CENTRO;37930000;311280;37;99846091;;OPERADOR
2932910000000;1;ENDERECO COMPLEMENTAR 1;81;PEDRO SANCHES;S/N;ANEXO II;GRACA;45400000;293290;75;36416910;semus.pmv@gmail.com;GESTOR
3158950000000;2;ENDERECO COMPLEMENTAR 2;81;ITU;100;;PARQUE CARAVELAS;35179000;315895;31;38278309;;GILBERTO
5103210000000;1;ENDERECO COMPLEMENTAR 1;8;DAUR RIVA - BLOCO A;211;BLOCO A;CENTRO;78500000;510320;66;35411919;;SERGIO
2913610000000;1;ENDERECO COMPLEMENTAR 1;65;PRACA JOSE MARCELINO ED CIDADE ILHEUS;14;SALA 412;CENTRO;45653754;291360;73;32319408;cid.imagens@gmail.com;THAIANE
3533410000000;2;ENDERECO COMPLEMENTAR 2;561;RAFAELA MANZI PICONI;122;;KLAVIN;13460000;353340;;;;ROSELI
3551700000000;1;EMEF ?PROF. RAUL DO PRADO VIANNA?;561;R. JOSE PAPA, 195 ? SHANGRI-LA;195;;SHANGRI-LA;14164120;355170;;;;AUDITORIA
4215810000000;4;ENDERECO COMPLEMENTAR 4;561;CAPITAO ERNESTO NUNES;51;;CENTRO;89280361;421580;47;36310418;TFD@SAOBENTODOSUL.SC.GOV.BR;421580
1200330000000;1;SEVIÇO DE FISIOTERAPIA;81;PROFESSORA FRANCISCA OLIVEIRA;100;;CENTRO;69990000;120033;68;33431026;;MESTRE
3106200000000;1;CENTRO DE NEFROLOGIA DE VENDA NOVA;81;PADRE PEDRO PINTO;1543;;VENDA NOVA;31510000;310620;31;32816749;;CARINA
3106200000000;2;CENTRO DE NEFROLOGIA DA CONTORNO;8;CONTORNO;4788;;FUNCIONARIOS;30110032;310620;31;32816749;;CARINA
5107610000000;1;CENTRAL DE REGULAÇÃO REGIONAL;655;FREI SERVACIO;S/N;PRACA DA SANTA CRUZ;SANTA CRUZ;78710750;510760;66;34220881;;SAUDE
4204610000000;1;COLONOSCOPIA;81;VITAL BRASIL;455;;CRUZEIRO DO SUL;88811042;420460;48;34373536;;LUARA
2905210000000;1;POVOADO DE CAMPINAS;37;POVOADO DE CAMPINAS;SN;;ZONA RURAL;46400000;290520;;;;ROBERTO
3505900000000;1;CASI;81;DOM BOSCO;466;;CASTELO;14300000;350590;;;;SILVANA
2408110000000;1;CENTRO CIRUGICO NO HOSPITAL DE OLHOS;561;RUA MOSSORO;615;;PETROPOLIS;59020090;240810;;;;OTACILIO
3164710000000;1;SALA DA THAIS;655;DOUTOR PEDRO BUENO JUNIOR;515;;JARDIM MEDITERRANEE;37950000;316470;;;;MESTRE
1301400000000;2;COMUNIDADE DEIXA FALAR;713;COMUNIDADE DEIXA FALAR;S/N;RIO ALTO JURUA;COMUNIDADE RURAL;69880000;130140;97;34811007;semsaeiru@gmail.com;CNES
1301400000000;3;COMUNIDADE UBIM;713;COMUNIDADE UBIM;S/N;RIO GREGORIO;COMUNIDADE RURAL;69880000;130140;97;34811007;semsaeiru@gmail.com;CNES
1301400000000;4;COMUNIDADE MOCHILA;713;COMUNIDADE MOCHILA;S/N;RIO GREGORIO;COMUNIDADE RURAL;69880000;130140;97;34811007;semsaeiru@gmail.com;CNES
4202400000000;1;CENTRO;81;SETE DE SETEMBRO;1535;;CENTRO;89010207;420240;47;30414330;;JOYCE
4202400000000;2;AGUA VERDE;81;FREI ESTANISLAU SCHAETTE;1300;SALA 01;AGUA VERDE;89010100;420240;47;33283040;;JOYCE
4202400000000;3;RISTOW;81;JOSE REUTER;2689;;VELHA;89010100;420240;47;33252228;;JOYCE
4106900000000;1;ENDERECO COMPLEMENTAR 1;561;FLORIANO ESSENFELDER;97;;ALTO DA GLORIA;80060270;410690;41;32001900;fiscal@santacasacuritiba.com.br;RSTOICOV
3550310000000;1;UNICA UNIDADE DE CANCEROLOGIA;561;JULIA LOPES DE ALMEIDA;99;;VILA PAULICEIA;2301000;355030;11;26313590;farmacia@unicaonline.med.br;UNICA
2411200000000;1;HOSPITAL REGIONAL ALUIZIO BEZERRA;561;ODON GOMES DE SOUZA;63;;PARAISO;59200000;241120;;;;HORAB
3550310000000;1;MATRIZ;561;DOUTOR NETO DE ARAUJO;320;CONJUNTO 506;VILA MARIANA;4111001;355030;11;25381467;acez@acez.com.br;CADASTRO
3106200000000;1;UNIDADE NAO COVID CENTRO DE SAUDE CARLOS CHAGAS;655;FRANCISCO SALES;1715;;SANTA EFIGENIA;30150225;310620;31;32460235;;CARINA
3106200000000;2;UNIDADE NAO COVID CENTRO DE SAUDE VILA IMPERIAL;561;GUILHERME PINTO DA FONSECA;350;;MADRE GERTRUDES;30518240;310620;31;32771503;;CARINA
3106200000000;3;UNIDADE NAO COVID CENTRO DE SAUDE BARREIRO DE CIMA;65;MODESTINO SALES BARBOSA;100;;FLAVIO MARQUES LISBO;30624010;310620;31;32462007;;CARINA
1302710000000;1;ESCOLA MUNICIPAL MATUPIRI;713;BARREIRA DO MATUPIRI;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;2;ESCOLA MUNICIPAL SÃO RAIMUNDO;713;BIRIBA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;3;ESCOLA MUNICIPAL SÃO FRANCISCO DAS CHAGAS;713;ITAPINIMA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;4;ESCOLA MUNICIPAL NAZARE DO URUÁ;713;NAZARE DO URUA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;5;ESCOLA MUNICIPAL JENIPAPO;713;JENIPAPO I;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;6;ESCOLA MUNICIPAL SÃO JOSÉ RIO ATININGA;713;TERRA PRETA DO RIO ATININGA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;7;ESCOLA MUNICIPAL SAO JOSE DO MIRITI;713;SAO JOSE DO MIRITI;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;8;ESCOLA MUNICIPAL DO REPARTIMENTO;713;REPARTIMENTO;SN;;ZONA RURAL;69280000;130270;;;;CNESM
2408100000000;5;GSD UND DE COLETA CLIN. ONCOLOGIA;8;AFONSO PENA;1071;;TIROL;59020265;240810;84;32224697;;NIKULAS
3301300000000;1;LACCA - FILIAL BSJ;90;AMARAL PEIXOTO;1063;;CENTRO - BARRA DE SA;28880000;330130;22;27748535;laborlacca@yahoo.com.br;KATIUCHA
3524000000000;1;PREFEITURA MUNICIPAL DE ITUPEVA;81;EMILIO TOSI;SN;;JD SAO VICENTE;13295000;352400;;;;SAUDE
3200600000000;1;APOIO CREARA BARRA DO RIACHO;561;LUIZ CARIACICA DOS SANTOS;S/N;;BARRA DO RIACHO;29197562;320060;27;32707976;;320060
3200600000000;2;APOIO CREARA JACUPEMBA;655;LUIZ ROSSATO;5353;;JACUPEMBA;29196075;320060;27;32707963;;320060
3200600000000;3;APOIO CREARA GUARANA;561;GABRIEL PANDOLFI;S/N;;GUARANA;29195409;320060;27;32707971;;320060
1501700000000;1;E M E F LUCIA DE FATIMA MIRANDA DO ROSARIO;104;TREME;SN;;ZONA RURAL;68600000;150170;;;;GESTOR
2104680000000;1;UNID DE VIGILANCIA EM SAUDE DE GOV NUNES FREIRE;81;RUA AMORIM;S/N;;CENTRO;65284000;210467;;;;SEMUS
3304560000000;1;CDMED BOTAFOGO;561;ASSUNCAO;159;;BOTAFOGO;22251030;330455;21;24523004;cdmedmadureira@gmail.com;SMS RIO
3550310000000;1;UNIDADE ODONTOLOGICA;31;ESTRADA DA CACHOEIRA;156;;JARDIM PAULISTANO;2990070;355030;11;39415172;;SUPERVISAO
1301400000000;1;POSTO SAUDE DA COMUNIDADE UBIM;713;UBIM;S/N;;RIO GREGORIO;69880000;130140;;;;CNES
1301400000000;2;POSTO DE SAUDE DA COMUNIDADE MOCHILA;713;MOCHILA;S/N;;RIO GREGORIO;69880000;130140;;;;CNES
1301400000000;3;ESCOLA MUNICIPAL MONTE ALEGRE;713;LAGO GRANDE;S/N;;RIO GREGORIO;69880000;130140;;;;CNES
1301400000000;4;ESCOLA MUNICIPAL N S APARECIDA;713;PREMEIRO DE JUNHO;S/N;;RIO GREGORIO;69880000;130140;;;;CNES
4111200000000;1;ANEXO À UNIDADE DE SAUDE BEM VIVER POR MOTIVO DE REFORMA;561;ANTONIO RODRIGUES DE GODOYS;395;;BEM VIVER;85580000;411120;;;;NATIELE
3201200000000;5;POLICLINICA GENTE;8;PINHEIRO JUNIOR;39;;IBITIQUARA;29307201;320120;28;35215704;hifa@hifa;PENHA
3144700000000;1;UNIDADE BASICA DE SAUDE DE APOIO PEDRA FURADA;561;RUA PROJETADA;SN;;PEDRA FURADA;35920000;314470;;;;SAUDE
3144700000000;2;UNIDADE BASICA DE SAUDE DE APOIO VILA SAO JOAO;561;ZONA RURAL;SN;;VILA SAO SEBASTIAO;35920000;314470;;;;SAUDE
3144700000000;3;UNDADE BASICA DE SAUDE DE APOIO GARIMPO;561;ZONA RURAL;SN;;ZONA RURAL;35920000;314470;;;;SAUDE
3144700000000;4;UNIDADE BASICA DE SAUDE DE APOIO BOM SOSSEGO;561;ZONA RURAL;SN;;BOM SOSSEGO;35920000;314470;;;;SAUDE
3144700000000;5;UNIDADE BASICA DE SAUDE DE APOIO DRUMOND;561;RUA PADRE JOSE CARLOS;105;;DRUMOND;35920000;314470;;;;SAUDE
1301850000000;1;RESGATE CACAU - PIRERA;561;ESTRADA MNAUEL URBANO;1;;CACAU PIRERA;69415000;130185;;;;FCESS
1301850000000;2;RESGATE ARIAU;31;MANUEL URBANO;22;KM 38;ARIAU;69415000;130185;;;;FCESS
